state,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,JJ,Moderna,Pfizer,Administered_Dose1_Recip,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_65Plus,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_18Plus,Series_Complete_65Plus,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Additional_Doses,Additional_Doses_18Plus,Additional_Doses_50Plus,Additional_Doses_65Plus,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,date,tot_case,tot_death,new_case,new_death
KY,4032126,4031079,3874241,1191048,167114,1760370,2104107,2228196,2227865,2137105,646752,1964591,1964542,1897662,590507,163523,817948,982495,163503,817938,982477,163432,817791,915821,34100,269766,286270,NA,0,0,0,0,0,0,06/07/2021,464854,7556,139,8
WA,8676836,8676032,8197499,2122025,354327,3457275,4859872,4708949,4708202,4444258,1106696,4206349,4206154,3996521,1038566,351429,1619732,2233542,351411,1619685,2233412,351224,1619169,2024504,52799,475618,509184,NA,0,0,0,0,0,0,06/07/2021,453665,5960,297,6
MD,6936541,6936199,6514348,1660045,266351,2688173,3975007,3770496,3770077,3539274,883491,3421254,3421109,3232455,831768,258681,1273370,1887182,258654,1273338,1887096,258548,1273080,1698855,49498,397372,384280,NA,0,0,0,0,0,0,05/07/2021,462681,9754,85,5
MT,946413,946284,910361,322657,38528,424387,482859,513105,513007,492804,170529,461699,461669,446306,159160,37459,198894,225122,37454,198880,225111,37436,198815,209831,7923,76935,74178,NA,0,0,0,0,0,0,05/07/2021,113927,1666,18,0
IN,5850855,5850548,5603290,1809868,217099,2296377,3319870,3062979,3062701,2927829,901378,2873975,2873874,2766688,877397,213039,1088605,1566588,213023,1088593,1566515,212891,1088394,1459682,25227,435604,413550,NA,0,0,0,0,0,0,05/07/2021,755456,13867,244,0
WI,5979967,5979616,5704176,1833437,238475,2461238,3279600,3145419,3144983,2993116,918293,2929617,2929477,2809179,887277,230694,1156238,1542393,230678,1156225,1542282,230554,1155984,1422356,24516,431549,431089,NA,0,0,0,0,0,0,05/07/2021,678008,8144,51,5
MO,5163421,5163097,4960928,1640147,171881,1962601,3028485,2787415,2787089,2673712,856079,2419649,2419604,2337891,777549,172402,898790,1348363,172387,898781,1348342,172250,898553,1267001,32705,356276,388526,NA,0,0,0,0,0,0,05/07/2021,624463,9340,729,0
NM,2403326,2403102,2269356,655178,83327,1054337,1261937,1328750,1328544,1249637,354748,1157230,1157167,1096448,320483,81916,479181,595029,81905,479164,594994,81792,478857,534698,17646,149049,153161,NA,0,0,0,0,0,0,05/07/2021,205865,4341,50,0
CO,6241363,6221734,5868622,1416487,222632,2596373,3419092,3358568,3346936,3152260,737695,3015325,3007451,2849040,670740,219260,1212926,1582132,219239,1212914,1574291,218181,1209424,1420442,20137,332026,318253,NA,0,0,0,0,0,0,05/07/2021,562174,6817,186,0
ME,1623236,1623139,1540283,506894,105628,685738,831452,896821,896728,852466,270862,832394,832366,794458,258102,104037,329568,398681,104020,329564,398674,103987,329516,360854,21536,118353,118176,NA,0,0,0,0,0,0,05/07/2021,69136,860,18,0
AZ,6822560,6821756,6495018,2121136,241810,2901429,3672836,3705400,3704663,3523162,1112319,3170631,3170308,3033125,962163,233109,1286514,1648870,232880,1286495,1648795,232768,1286114,1512119,40894,476173,443859,NA,0,0,0,0,0,0,05/07/2021,897010,17979,50,0
